code_id,code_name,article_num,label,text
H682684,CODIGO CIVIL,565,0,Artículo 565.- La curatela se instituye para: 1.- Los incapaces mayores de edad.
H682685,(TUO) CODIGO PROCESAL CIVIL,566,1,"Artículo  566.- La pensión de alimentos que fije la sentencia debe pagarse por período adelantado y se ejecuta aunque haya apelación. En este caso, se formará cuaderno separado. Si la sentencia de vista modifica el monto, se dispondrá el pago de éste. Si el pago se hace por consignación, se hará entrega inmediata al acreedor sin trámite alguno. No son de aplicación los Artículos 802 al 816."
H682692,CODIGO PENAL,84,1,"Artículo 84.- Si el comienzo o la continuación del
proceso penal depende de cualquier cuestión que deba resolverse en otro
procedimiento, se considera en suspenso la prescripción hasta que aquel quede
concluido ."
H682678,CONSTITUCION POLITICA DEL PERU DE 1993,93,1,Artículo 93.- Los congresistas representan a la Nación. No están sujetos a mandato imperativo ni a interpelación .
H682686,CODIGO DE COMERCIO,344,0,"Artículo 344.- Carácter mercantil del contrato El contrato de transporte por vías terrestres o fluviales de todo género se reputará mercantil: 1) Cuando tenga por objeto, mercaderías o cualesquiera efectos de comercio. 2) Cuando, siendo cualquiera su objeto, sea comerciante el porteador o se dedique habitualmente a verificar transportes para el público."
H682686,CODIGO DE COMERCIO,339,0,"Artículo 339.- No se rescindirán las ventas mercantiles por causa de lesión; pero indemnizará daños y perjuicios el contratante que hubiere procedido con malicia o fraude en el contrato o en su cumplimiento, sin perjuicio de la acción criminal."
H682686,CODIGO DE COMERCIO,117,0,"Artículo 117.- Aviso de remate Los rematadores anunciarán con anticipación las condiciones del remate y las especies que estén en venta, con designación del día y hora en que aquél deba efectuarse."
H682686,CODIGO DE COMERCIO,684,1,"Artículo 684.- Imposibilidad de sustitución la carga Cargadas las tres quintas partes del buque, el fletante no podrá sin consentimiento de los fletadores o cargadores, sustituir con otro el designado en el contrato; so pena de constituirse por ello responsable de todos los daños y perjuicios que sobrevengan durante el viaje, al cargamento de los que no hubieren consentido la sustitución."
H682684,CODIGO CIVIL,1071,0,"Artículo 1071.- Si el deudor no entrega el bien ofrecido en prenda o el que debe sustituirlo conforme al artículo 1072, el acreedor puede exigir el cumplimiento de la obligación principal aunque el plazo no esté vencido."
H682693,CODIGO DE PROCEDIMIENTOS PENALES,268,1,"Artículo 268.- Suspensión por enfermedad Podrá también suspenderse el Juicio Oral cuando sobreviniera enfermedad repentina a un miembro del Tribunal, acusado, agraviado, testigo o perito, cuya declaración sea indispensable; la audiencia continuará, previa citación, al día siguiente de cesar ese impedimento, siempre que ésta no dure más del término señalado en el artículo 267. """
H682693,CODIGO DE PROCEDIMIENTOS PENALES,360,0,Artículo 360.- No se aplicarán las disposiciones de este título respecto de las medidas que ejecuten las autoridades del Gobierno en ejercicio de las leyes siete mil cuatrocientos setentinueve (7) y ocho mil quinientos cinco. (8)
H682684,CODIGO CIVIL,1217,0,"Artículo 1217.- Si un mismo derecho fuese cedido a varias personas, prevalece la cesión que primero fue comunicada al deudor o que éste hubiera aceptado ."
H682697,CÓDIGO DE PROTECCIÓN Y DEFENSA DEL CONSUMIDOR,22,1,"Artículo 22.- Garantía de uso o buen funcionamiento El proveedor que consigne la leyenda “garantizado” en las diferentes formas de presentación de un producto debe informar su alcance, duración y condiciones, así como la individualización de las personas que las extienden y los establecimientos en los que puede hacerse efectiva. La indicación de exclusiones o limitaciones al otorgamiento de una garantía no puede conllevar a limitaciones que no sean justificadas o que la desnaturalicen. El tiempo que duren las reparaciones efectuadas al amparo de la garantía no es computable dentro del plazo de la misma. En el caso de reposición del producto, debe renovarse el plazo de la garantía."
H682684,CODIGO CIVIL,1662,1,"Artículo 1662.- Si en el caso del artículo 1661, fueran evaluados los bienes al momento de celebración del contrato, el mutuatario está obligado a satisfacer el valor que se les dio, aunque valgan más o menos al momento del pago. Pago de intereses"
H682692,CODIGO PENAL,233,1,"Artículo 233. - El que acapara o de cualquier manera sustrae del comercio, bienes de consumo o producción, con el fin de alterar los precios, provocar escasez u obtener lucro indebido en perjuicio de la colectividad, será reprimido con pena privativa de libertad no menor de dos ni mayor de cuatro años y con noventa a ciento ochenta días-multa. Si se trata de bienes de primera necesidad, la pena será privativa de libertad no menor de tres ni mayor de cinco años y de ciento ochenta a trescientos sesenticinco días-multa. FE DE ERRATAS Fecha de Publicación: 09.05.91 Artículo 233 DICE:"
H682683,CÓDIGO PROCESAL CONSTITUCIONAL,53,1,"Artículo 53.- Trámite En la resolución que admite la demanda, el Juez concederá al demandado el plazo de cinco días para que conteste. Dentro de cinco días de contestada la demanda, o de vencido el plazo para hacerlo, el Juez expedirá sentencia, salvo que se haya formulado solicitud de informe oral, en cuyo caso el plazo se computará a partir de la fecha de su realización. Si se presentan excepciones, defensas previas o pedidos de nulidad del auto admisorio, el Juez dará traslado al demandante por el plazo de dos días; con la absolución o vencido el plazo para hacerlo, dictará un Auto de Saneamiento Procesal en el que se anule lo actuado y se dé por concluido el proceso, en el caso de que se amparen las excepciones de incompetencia, litispendencia, cosa juzgada y caducidad. La apelación de la resolución que ampare una o más de las excepciones propuestas es concedida con efecto suspensivo. La apelación de la resolución que desestima la excepción propuesta es concedida sin efecto suspensivo. Si el Juez lo considera necesario, realizará las actuaciones que considere indispensables, sin notificación previa a las partes. Inclusive, puede citar a audiencia única a las partes y a sus abogados para realizar los esclarecimientos que estime necesarios. El Juez expedirá sentencia en la misma audiencia o, excepcionalmente, en un plazo que no excederá los cinco días de concluida ésta. El Juez en el auto de saneamiento, si considera que la relación procesal tiene un defecto subsanable, concederá un plazo de tres días al demandante para que lo subsane, vencido el cual expedirá una sentencia. En los demás casos, expedirá sentencia pronunciándose sobre el mérito. Los actos efectuados con manifiesto propósito dilatorio, o que se asimilen a cualquiera de los casos previstos en el artículo 112 del Código Procesal Civil, serán sancionados con una multa no menor de diez ni mayor de cincuenta Unidades de Referencia Procesal. Dicha sanción no excluye la responsabilidad civil, penal o administrativa que pudiera derivarse del mismo acto. ” CONCORDANCIAS: LEY N° 28946, Art. 3 PROCESOS CONSTITUCIONALES"
H682688,CODIGO DE EJECUCION PENAL,37,1,Artículo 37. Información de falta cometida El interno es informado de la falta que se le atribuye permitiéndosele ejercitar su defensa. (Texto según el artículo 34 del Decreto Legislativo Nº 654)
H682684,CODIGO CIVIL,1055,0,"Artículo 1055.- La prenda se constituye sobre un bien mueble, mediante su entrega física o jurídica, para asegurar el cumplimiento de cualquier obligación ."
H682684,CODIGO CIVIL,1251,1,"Artículo 1251.- El deudor queda libre de su obligación si consigna la prestación debida y concurren los siguientes requisitos: 1.- Que el deudor haya ofrecido al acreedor el pago de la prestación debida, o lo hubiere puesto a su disposición de la manera pactada en el título de la obligación. 2.- Que, respecto del acreedor, concurran los supuestos del Artículo 1338 o injustificadamente se haya negado a recibir el pago. Se entiende que hay negativa tácita en los casos de respuestas evasivas, de inconcurrencia al lugar pactado en el día y hora señalados para el cumplimiento, cuando se rehuse a entregar recibo o conductas análogas. """
H682692,CODIGO PENAL,69,1,"Artículo
69.- Rehabilitación automática El que ha cumplido la pena o medida de seguridad
que le fue impuesta, o que de otro modo ha extinguido su responsabilidad, queda
rehabilitado sin más trámite, cuando además haya cancelado el íntegro de la
reparación civil. La rehabilitación produce los efectos siguientes: 1. Restituye a la persona en los derechos suspendidos o
restringidos por la sentencia. No produce el efecto de reponer en los cargos,
comisiones o empleos de los que se le privó; y, 2. La cancelación de los antecedentes penales, judiciales y
policiales. Los certificados correspondientes no deben expresar la pena
rehabilitada ni la rehabilitación. Tratándose de pena privativa de libertad impuesta por la comisión
de delito doloso, la cancelación de antecedentes penales, judiciales y
policiales será provisional hasta por cinco años. Vencido dicho plazo y sin que
medie reincidencia o habitualidad, la cancelación será definitiva. La rehabilitación automática no opera cuando se trate de
inhabilitación perpetua impuesta por la comisión de cualquiera de los delitos
contra la Administración Pública o los delitos previstos en los capítulos IX, X
y XI del Título IV del Libro Segundo, en cuyos casos la rehabilitación puede
ser declarada por el órgano jurisdiccional que dictó la condena luego de
transcurridos veinte años, conforme al artículo 59-B del Código de Ejecución
Penal. """
H682686,CODIGO DE COMERCIO,582,0,"Artículo 582.- A todo el que tenga cuenta corriente en un Banco, deberá éste entregarle una libreta, en la cual se anotarán por el Banco, las sumas depositadas y la fecha respectiva, la suma de los giros o extracciones y las fechas en que se verifiquen."
H682694,CODIGO PROCESAL PENAL (D.L 638),185,1,"Artículo 185.- El Juez resolverá en el término de 24 horas de recibido el incidente, notificará a los sujetos procesales y comunicará al Fiscal el tenor de la resolución. La resolución es apelable en el término común de dos días."
H682686,CODIGO DE COMERCIO,370,0,"Artículo 370.- Derecho de preferencia de pago Los efectos porteados estarán especialmente obligados a la responsabilidad del precio del transporte, y de los gastos y derechos causados por ellos durante su conducción o hasta el momento de su entrega. Este derecho especial prescribirá a los ocho días de haberse hecho la entrega; y una vez prescrito, el porteador no tendrá otra acción que la que le corresponda como acreedor ordinario."
H682695,NUEVO CODIGO PROCESAL PENAL (D.L 957),526,1,"Artículo 526. Procedimiento.- 1. El juez, luego de emitir la resolución respectiva, forma el cuaderno de extradición conteniendo, en lo pertinente, la documentación señalada en los numerales 1) y 2) del artículo 518, así como la que acredita que el reclamado ha sido ubicado en el país requerido, además de la justificación y los elementos de prueba conforme a los tratados y la legislación interna del Estado requerido. 2. El cuaderno es remitido a la Sala Penal de la Corte Suprema, la que decide atendiendo al cumplimiento de los plazos establecidos en los tratados de extradición o los que hubiera establecido el Estado requerido. Si la Sala declara procedente el pedido de extradición, el cuaderno se remite dentro de las 24 horas al Ministerio de Justicia y Derechos Humanos. Si se declara improcedente, se devuelve lo actuado al órgano jurisdiccional requirente. 3. El Poder Ejecutivo se pronuncia mediante Resolución Suprema aprobada en Consejo de Ministros, previo informe de la Comisión Oficial de Extradiciones y Traslado de Personas Condenadas. 4. Emitida la Resolución Suprema se dispone la traducción del cuaderno de extradición, de ser el caso. La presentación formal de la extradición corresponde a la Fiscalía de la Nación con el concurso del Ministerio de Relaciones Exteriores. 5. Una vez presentada la solicitud de extradición ante el Estado requerido, corresponde a la Autoridad Central hacer el seguimiento de la solicitud hasta que se obtenga respuesta y supervisar su ejecución según las condiciones que hubiese establecido el Estado requerido. ” CONCORDANCIAS: D.S. N° 016-2006-JUS (Normas referidas al comportamiento judicial y gubernamental en materia de extradiciones y traslado de condenados) R.A. N° 064-2008-P-PJ (Disponen apertura del Libro denominado “Registro Único de Extradiciones de la Corte Suprema de Justicia de la República”) Artículo 527 Arresto provisorio.- 1. En casos urgentes, y especialmente cuando haya peligro de fuga, el Juez de la Investigación Preparatoria o en su caso el Juez Penal podrá solicitar al Estado requerido, directamente con conocimiento de la Fiscalía de la Nación y a través de la INTERPOL, dicte mandato de arresto provisorio con fines de extradición. 2. Esta medida podrá instarse si el Tratado lo permite o, en su defecto, invocando el principio de reciprocidad. La resolución conteniendo el requerimiento de arresto provisorio, debe acompañar copia de la orden de detención o de la sentencia condenatoria, la descripción del delito, los datos del reclamado y la declaración formal de instar la demanda formal de extradición. 3. Dictada la citada resolución, el Juzgado deberá iniciar los trámites para formar el cuaderno de extradición y obtener la documentación que corresponda. Completará el procedimiento si recibe información categórica de la ubicación del imputado en el Estado requirente o si es aceptado el pedido de arresto provisorio y arrestado el extraditado. 4. El mandato de arresto provisorio también podrá solicitarse conjuntamente con la demanda formal de extradición, acompañando los documentos establecidos en el numeral 1) del artículo 526. En este caso el pedido corresponde formularlo a la Sala Penal de la Corte Suprema y deberá ser objeto de pronunciamiento específico en la Resolución Suprema expedida por el Poder Ejecutivo."
H682685,(TUO) CODIGO PROCESAL CIVIL,9,1,Artículo  9.- La competencia por razón de la materia se determina por la naturaleza de la pretensión y por las disposiciones legales que la regulan. JURISPRUDENCIA DE LA CORTE SUPREMA DE JUSTICIA PROCESOS CONSTITUCIONALES Competencia por cuantía.-
H682686,CODIGO DE COMERCIO,955,1,"Artículo 955.- Interrupción de la prescripción La prescripción se interrumpirá por la demanda u otro cualquier género de la interpelación judicial hecha al deudor, por el reconocimiento de las obligaciones, o por la renovación del documento en que se funde el derecho del acreedor. Se considerará la prescripción como no interrumpida por la interpelación judicial, si el actor se desistiere de ella, o abandonara la instancia, o fuese desestimada su demanda. Empezará a contarse nuevamente el término de la prescripción: en caso de reconocimiento de las obligaciones, desde el día en que se haga; en el de su renovación, desde la fecha del nuevo título; y si en él se hubiere prorrogado el plazo del cumplimiento de la obligación, desde que éste hubiere vencido. Concordancias: C.C. arts. 1996, 1997, 1998."
H682686,CODIGO DE COMERCIO,429,0,"Artículo 429.- Seguro sobre otra clase de riesgos Podrá ser asimismo objeto del contrato de seguro mercantil, cualquiera otra clase de riesgos que provengan de casos fortuitos o accidentes naturales; y los pactos que se consignen deberán cumplirse, siempre que sean lícitos y estén conformes con las prescripciones de la sección primera de este título"
H682693,CODIGO DE PROCEDIMIENTOS PENALES,348,0,"Artículo 348.- La Corte Suprema, previo dictamen fiscal, que se expedirá en el plazo de tres días, designará inmediatamente la vista de la causa que contenga la consulta elevada, conforme al artículo anterior, dictando su resolución dentro de las veinticuatro horas siguientes a la audiencia."
H682684,CODIGO CIVIL,1915,0,Artículo 1915.- Los árbitros deben fallar con arreglo a derecho o de acuerdo a su leal saber y entender actuando como amigables componedores. A falta de elección expresa se presume que las partes optan por un arbitraje de derecho.
H682684,CODIGO CIVIL,2017-A,1,"Artículo 2017-A.- Por cada bien o persona jurídica se abrirá una
partida registral independiente, en donde se extenderá la primera inscripción
de aquellas así como los actos o derechos posteriores relativos a cada uno. En el caso del Registro de Personas
Naturales, en cada Registro que lo integra, se abrirá una sola partida por cada
persona natural en la cual se extenderán los diversos actos inscribibles. Excepcionalmente, podrán
establecerse otros elementos que determinen la apertura de una partida
registral”."
H682689,CODIGO DE LOS NIÑOS Y ADOLESCENTES,121,0,"Artículo 121.- Programa de Adopción.- Por Programa de Adopción se entiende el conjunto de actividades tendentes a brindar hogar definitivo a un niño o adolescente. Comprende su recepción y cuidado, así como la selección de los eventuales adoptantes. El niño o el adolescente ingresarán a un Programa de Adopción sólo con la autorización de la Oficina de Adopciones."
H682684,CODIGO CIVIL,1068,0,"Artículo 1068.- El derecho del acreedor prendario, en relación al bien, es preferente al de los demás acreedores. La preferencia subsiste sólo en tanto el bien dado en prenda permanezca en posesión del acreedor o del tercero designado por las partes, o cuando se trate de prenda inscrita. Esta preferencia no rige tratándose del acreedor por el saldo del precio de venta, cuando este derecho aparece inscrito en el registro correspondiente con anterioridad a la prenda."
H682690,CODIGO DE JUSTICIA MILITAR POLICIAL,287,1,"Artículo 287.- Allanamiento y Registro de Morada Cuando el registro deba efectuarse en un lugar habitado, en sus dependencias inmediatas, casa de negocio u oficina, el allanamiento será autorizado por el Juez Militar Policial."
H682685,(TUO) CODIGO PROCESAL CIVIL,733,1,"Artículo 733.- Publicidad La convocatoria se anuncia en el diario encargado de la publicación de los avisos judiciales del lugar del remate, por tres días tratándose de muebles y seis si son inmuebles. Esto se efectuará a través de un mandato del Juez que comunicará mediante notificación electrónica a dicho diario para la publicación respectiva o excepcionalmente por cualquier otro medio fehaciente que deje constancia de su decisión. Si los bienes se encuentran fuera de la competencia territorial del Juez de la ejecución, la publicación se hará, además, en el diario encargado de la publicación de los avisos judiciales de la localidad donde estos se encuentren. A falta de diario, la convocatoria se publicará a través de cualquier otro medio de notificación edictal, por igual tiempo. Además de la publicación del anuncio, deben colocarse avisos del remate, tratándose de inmueble, en parte visible del mismo, así como en el local del Juzgado, bajo responsabilidad del Secretario de Juzgado. La publicidad del remate no puede omitirse, aunque medie renuncia del ejecutado, bajo sanción de nulidad. "" Contenido del aviso.-"
H682684,CODIGO CIVIL,487,1,"Artículo 487.- El derecho de pedir alimentos es intrasmisible, irrenunciable, intransigible e incompensable. CAPITULO SEGUNDO Patrimonio Familiar C aracterísticas del patrimonio familiar"
H682700,CODIGO PENAL MILITAR POLICIAL,210,1,"Artículo 210.- Métodos prohibidos En ningún caso se le exigirá al imputado juramento o promesa de decir verdad, ni podrá ser sometido a ninguna clase de fuerza o coacción. Se prohíbe toda medida que afecte la libertad de decisión, voluntad, memoria o capacidad de comprensión del imputado. No se permitirán las preguntas sugestivas ni capciosas y las respuestas no serán exigidas compulsivamente. Si por la duración del acto se notaren signos de fatiga o falta de serenidad en el imputado, la declaración será suspendida hasta que estos desaparezcan o se determine por un facultativo autorizado."
H682686,CODIGO DE COMERCIO,10,0,"Artículo 10.- Si la mujer ejerciere el comercio en los casos señalados en los artículos 6, 7 y 9 de este Código, quedarán solidariamente obligados a las resultas de su gestión mercantil todos sus bienes dotales y parafernales, y todos los bienes y derechos que ambos cónyuges tengan en la comunidad o sociedad conyugal, pudiendo la mujer enajenar e hipotecar los propios y privativos suyos, así como los comunes. Los bienes propios del marido podrán ser también enajenados e hipotecados por la mujer si se hubiere extendido o se extendiere a ellos la autorización expresa concedida por aquel."
H682700,CODIGO PENAL MILITAR POLICIAL,128,1,"Artículo 128.- Comando negligente militar o policial Será sancionado con pena privativa de libertad no menor de dos ni mayor a ocho años, con la accesoria de inhabilitación, el militar o el policía que ejerciendo el comando de una unidad, dependencia, nave o aeronave por culpa: 1.- Haga fracasar una operación militar o policial. 2.- Pierda la plaza, fuerza, puesto, nave, aeronave o cualquier otra unidad militar o instalación policial, cuyo mando tuviese o cuya defensa se le hubiese confiado."
H682700,CODIGO PENAL MILITAR POLICIAL,302,1,"Artículo 302.- Contenido del informe pericial oficial 1. El informe de los peritos oficiales contendrá: a) El nombre, apellido, domicilio y Documento Nacional de Identidad del perito, así como el número de su registro profesional en caso de colegiación obligatoria; b) La descripción de la situación o estado de hechos, sea persona o cosa, materia del peritaje; c) La exposición detallada de lo que se ha comprobado en relación al encargo; d) La motivación o fundamentación del examen técnico; e) La indicación de los criterios científicos o técnicos, médicos y reglas de los que se sirvieron para hacer el examen; f) Las conclusiones; y, g) La fecha, sello y firma. 2. El informe pericial no puede contener juicios respecto a la responsabilidad o no responsabilidad penal del imputado, en relación con el hecho delictuoso materia del proceso."
H682686,CODIGO DE COMERCIO,817,1,"Artículo 817.- Inadmisibilidad del abandono No será admisible el abandono: 1) Si las pérdidas hubiesen ocurrido antes de empezar el viaje. 2) Si se hiciere de una manera parcial o condicional, sin comprender en él todos los efectos asegurados. 3) Si no se pusiere en conocimiento de los aseguradores el propósito de hacerlo, dentro de los cuatro meses siguientes al día en que el asegurado haya recibido la noticia de la pérdida acaecida, y si no se formalizara el abandono dentro de diez y ocho días contados de igual manera. 4) Si no hiciere por el mismo propietario, o persona especialmente autorizada por él o por el comisionado para contratar el seguro. Concordancias: C. de C. art. 802."
H682685,(TUO) CODIGO PROCESAL CIVIL,711,1,"Artículo  711.- El mandato ejecutivo contiene la intimación al ejecutado para que en el plazo de diez días deshaga lo hecho y, de ser el caso, se abstenga de continuar haciendo, bajo apercibimiento de deshacerlo forzadamente a su costo. Vencido el plazo, el Juez hará efectivo el apercibimiento. Gastos de la ejecución.-"
H682686,CODIGO DE COMERCIO,533,0,"Artículo 533.- Regirán para las órdenes de pago en cuenta corriente de los bancos o sociedades mercantiles, conocidas bajo el nombre de talones, las disposiciones anteriores, en lo que le sean aplicables."
H682689,CODIGO DE LOS NIÑOS Y ADOLESCENTES,241-C,1,"Artículo 241-C.- Competencia El Juez especializado es el encargado de controlar la ejecución de las sanciones impuestas al adolescente, bajo responsabilidad funcional. Tiene competencia para resolver las cuestiones o los incidentes que se susciten durante la ejecución y para controlar el cumplimiento de los objetivos de esta etapa. Para tal efecto, el Juez cuenta con las siguientes atribuciones: a) Controlar que la ejecución de cualquier sanción no restrinja derechos fundamentales que no se encuentren fijados en la sentencia condenatoria, especialmente en los casos de internación. b) Vigilar que las medidas se cumplan de acuerdo a lo dispuesto en la resolución que las ordena, efectivizando para ello los aperbimientos que la ley le faculta. c) Revisar periódicamente, de oficio o a solicitud de parte, las sanciones para modificarlas o sustituirlas, cuando no cumplan con los objetivos para los que fueron impuestas o por ser contrarias al proceso de reinserción social. d) Controlar el otorgamiento o denegación de cualquier beneficio relacionado con las medidas impuestas en sentencia. e) Decretar el cese de la sanción. f) Las demás atribuciones que esta u otras leyes le asignen."
H682694,CODIGO PROCESAL PENAL (D.L 638),240,0,"Artículo 240.- La necropsia será practicada por peritos, en presencia del Fiscal o de su Adjunto. Al acto pueden asistir los Defensores de los sujetos procesales e incluso acreditar perito de parte ."
H682686,CODIGO DE COMERCIO,372,0,"Artículo 372.- Responsabilidad del porteador por omisión de formalidades El porteador será responsable de todas las consecuencias a que pueda dar lugar su omisión en cumplir las formalidades prescritas por las leyes y reglamentos de la Administración pública, en todo el curso del viaje y a su llegada al punto a donde fueren destinadas; salvo cuando su falta proviniese de haber sido inducido a error por falsedad del cargador en la declaración de las mercancías. Si el porteador hubiere procedido en virtud de orden formal del cargador o consignatario de las mercaderías, ambos incurrirán en responsabilidad."
H682684,CODIGO CIVIL,909,1,"Artículo 909.- El poseedor de mala fe responde de la pérdida o detrimento del bien aun por caso fortuito o fuerza mayor, salvo que éste también se hubiese producido en caso de haber estado en poder de su titular. Obligación del poseedor de mala fe a restituir frutos"
H682700,CODIGO PENAL MILITAR POLICIAL,104,1,Artículo 104.- Seguridad de las instalaciones y bienes Capítulo II Deserción
H682684,CODIGO CIVIL,484,1,"Artículo 484.- El obligado puede pedir que se le permita dar los alimentos en forma diferente del pago de una pensión, cuando motivos especiales justifiquen esta medida. Restricciones al alimentista indigno"
H682693,CODIGO DE PROCEDIMIENTOS PENALES,313,0,"Artículo 313.- En los casos de violación, seducción, rapto o abuso deshonesto de un menor,  de más de catorce años y menos de dieciocho, la intervención policial sólo procede a instancia de la parte agraviada o de quien la represente legalmente. Una vez formalizada la denuncia ante el juez mediante la ratificación expresa, de la parte agraviada, se procederá a abrir la instrucción, con la intervención del Ministerio Público. En estos casos, iniciada la acción penal, cesa ésta por renuncia de la parte agraviada, o de quien la represente legalmente, teniendo en cuenta las circunstancias en que el delito se haya realizado, sus consecuencias y los móviles del desistimiento. Intentada la renuncia de la parte agraviada o de quien lo represente legalmente, procede la oposición del Ministerio Público, la que se resolverá por el Tribunal Correccional sin más trámite, en vista de las razones alegadas para probar su inconveniencia. Contra la resolución del Tribunal no procede el recurso de nulidad "" ."
H682689,CODIGO DE LOS NIÑOS Y ADOLESCENTES,248,0,"Artículo 248.- Casos.- El Juez especializado podrá declarar en estado de abandono a un niño o adolescente cuando: a) Sea expósito; b) Carezca, en forma definitiva, de las personas que conforme a la ley tienen el cuidado personal de su crianza, educación o, si los hubiera, incumplan las obligaciones o deberes correspondientes; o carecieran de las calidades morales o mentales necesarias para asegurar la correcta formación; c) Sea objeto de maltratos por quienes están obligados a protegerlos o permitir que otros lo hicieran; d) Sea entregado por sus padres a un establecimiento de asistencia social público o privado y lo hubieran desatendido injustificadamente por seis meses continuos o cuando la duración sumada exceda de este plazo; e) Sea dejado en instituciones hospitalarias u otras similares con el evidente propósito de abandonarlo; f) Haya sido entregado por sus padres o responsables a instituciones públicas o privadas, para ser promovido en adopción; g) Sea explotado en cualquier forma o utilizado en actividades contrarias a la ley o a las buenas costumbres por sus padres o responsables, cuando tales actividades sean ejecutadas en su presencia. h) Sea entregado por sus padres o responsables a otra persona mediante remuneración o sin ella con el propósito de ser obligado a realizar trabajos no acordes con su edad; y i) Se encuentre en total desamparo. La falta o carencia de recursos materiales en ningún caso da lugar a la declaración del estado de abandono."
H682686,CODIGO DE COMERCIO,322,0,"Artículo 322.- Si la venta se hiciere sobre muestras o determinando calidad conocida en el comercio, el comprador no podrá rehusar el recibo de los géneros contratados, si fueren conformes a las muestras o a la calidad prefijada en el contrato. En el caso de que el comprador se negare a recibirlos, se nombrarán peritos por ambas partes, que decidirán si los géneros son o no de recibo. Si los peritos declarasen ser de recibo, se estimará consumada la venta, y en el caso contrario, se rescindirá el contrato, sin perjuicio de la indemnización a que tenga derecho el comprador."
H682684,CODIGO CIVIL,1906,0,"Artículo 1906.- Las partes pueden obligarse mediante un pacto principal o una estipulación accesoria, a celebrar en el futuro un compromiso arbitral. En tal caso, no se requiere la designación de los árbitros. Es obligatorio fijar la extensión de la materia a que habrá de referirse el arbitraje. No es de aplicación a la cláusula compromisoria lo dispuesto en el artículo 1416."
H682700,CODIGO PENAL MILITAR POLICIAL,177,1,"Artículo 177.- Límites de la jurisdicción penal militar policial La jurisdicción penal militar policial es competente para conocer los delitos cometidos por militares y policías, conforme a ley. Capítulo II La Competencia"
H682685,(TUO) CODIGO PROCESAL CIVIL,838,1,Artículo  838.- Se presume que existe reciprocidad respecto a la fuerza que se da en el extranjero a las sentencias o laudos pronunciados en el Perú. Corresponde la prueba negativa a quien niegue la reciprocidad. Exclusión.-
H682693,CODIGO DE PROCEDIMIENTOS PENALES,71,0,Artículo 71.- Los defensores de oficio que desempeñen el cargo en los Juzgados de Instrucción serán designados anualmente por la respectiva Corte Superior y los servicios que presten les serán de abono para los efectos de la ley número ocho mil cuatrocientos  treinticinco. (6)
H682696,CODIGO TRIBUTARIO (TUO),111,1,"Artículo 111.- ACTOS EMITIDOS POR SISTEMAS DE COMPUTACIÓN Y SIMILARES Se reputarán legítimos, salvo prueba en contrario, los actos de la Administración Tributaria realizados mediante la emisión de documentos por sistemas de computación, electrónicos, mecánicos y similares, siempre que esos documentos, sin necesidad de llevar las firmas originales, contengan los datos e informaciones necesarias para la acertada comprensión del contenido del respectivo acto y del origen del mismo ."
H682684,CODIGO CIVIL,38,1,"Artículo 38.- Los funcionarios públicos están domiciliados en el lugar donde ejercen sus funciones, sin perjuicio, en su caso, de lo dispuesto en el artículo 33. El domicilio de las personas que residen temporalmente en el extranjero, en ejercicio de funciones del Estado o por otras causas, es el último que hayan tenido en el territorio nacional. Cambio de domicilio"
H682686,CODIGO DE COMERCIO,358,0,"Artículo 358.- Condiciones para la entrega de los efectos Fuera de los casos prescritos en el párrafo segundo del artículo 356, el porteador estará obligado a entregar los efectos cargados en el mismo estado en que, según la carta de porte, se hallaban al tiempo de recibirlos, sin detrimento ni menoscabo alguno; y no haciéndolo, a pagar el valor que tuvieren los no entregados, en el punto donde debieron serlo y en la época en que correspondía hacer su entrega. Si ésta fuere de una parte de los efectos transportados, el consignatario podrá rehusar el hacerse cargo de éstos, cuando justifique que no puede utilizarlos con independencia de los otros."
